gr_liv_area,total_bsmt_sf,garage_area,mas_vnr_area,overall_qual,fireplace_qu,age,since_reno,tot_baths,neighbor_h,neighbor_l,garage_type_a,gr_liv_area overall_qual,garage_area overall_qual,saleprice
1523,1067.0,295.0,0.0,5,3,61,5,3.0,0,0,1,7615.0,1475.0,158000
1728,864.0,572.0,0.0,7,0,6,6,2.5,0,0,1,12096.0,4004.0,190000
1239,1230.0,477.0,0.0,8,2,15,15,2.5,0,0,1,9912.0,3816.0,217500
1955,1151.0,356.0,162.0,5,0,52,52,2.0,0,1,1,9775.0,1780.0,165500
1564,704.0,234.0,0.0,7,4,69,60,1.5,0,0,1,10948.0,1638.0,174500
1204,416.0,312.0,0.0,4,0,56,56,1.0,0,1,0,4816.0,1248.0,100000
1329,1329.0,312.0,108.0,6,0,52,52,1.5,0,0,1,7974.0,1872.0,172000
879,864.0,440.0,0.0,5,0,35,35,1.0,0,0,1,4395.0,2200.0,120000
841,721.0,294.0,0.0,4,0,60,60,1.0,0,0,0,3364.0,1176.0,82000
1312,784.0,649.0,0.0,6,0,63,60,1.5,0,0,0,7872.0,3894.0,127000
2058,735.0,396.0,0.0,6,4,93,60,1.5,0,1,0,12348.0,2376.0,129500
1360,1220.0,565.0,0.0,8,5,26,26,2.0,1,0,1,10880.0,4520.0,187500
1786,1778.0,715.0,240.0,8,4,8,7,3.0,0,0,1,14288.0,5720.0,300000
1993,825.0,495.0,252.0,6,4,39,39,2.5,0,0,1,11958.0,2970.0,190000
1362,951.0,280.0,0.0,4,0,90,60,2.0,0,1,0,5448.0,1120.0,96000
1550,1092.0,438.0,100.0,7,0,4,3,3.0,0,0,1,10850.0,3066.0,241000
1696,1140.0,349.0,0.0,5,3,48,48,1.5,0,1,1,8480.0,1745.0,143900
1092,546.0,286.0,0.0,4,0,40,40,1.5,0,1,0,4368.0,1144.0,87550
1752,1752.0,576.0,412.0,9,4,5,5,3.0,1,0,1,15768.0,5184.0,319900
2473,1094.0,675.0,184.0,9,4,4,4,2.5,1,0,1,22257.0,6075.0,356383
1800,1800.0,702.0,0.0,9,0,3,3,2.0,0,0,1,16200.0,6318.0,239000
2197,1080.0,783.0,320.0,7,4,17,16,3.5,1,0,1,15379.0,5481.0,287500
1382,720.0,660.0,0.0,5,0,69,60,1.5,0,1,0,6910.0,3300.0,128500
1733,847.0,433.0,0.0,7,4,6,6,2.5,0,0,1,12131.0,3031.0,185088
1402,1402.0,625.0,0.0,7,0,2,2,2.0,0,0,1,9814.0,4375.0,229800
887,864.0,288.0,0.0,5,0,26,26,1.5,0,0,1,4435.0,1440.0,124500
1051,1051.0,504.0,0.0,5,0,42,42,2.0,0,0,1,5255.0,2520.0,142000
1510,755.0,216.0,0.0,6,0,90,60,1.0,0,1,0,9060.0,1296.0,149000
1656,1656.0,506.0,564.0,5,0,37,37,2.0,0,0,0,8280.0,2530.0,135000
958,1078.0,440.0,0.0,6,3,34,34,2.0,0,1,1,5748.0,2640.0,128000
3228,3200.0,546.0,0.0,8,4,18,17,4.0,1,0,1,25824.0,4368.0,430000
1040,1040.0,686.0,0.0,5,0,42,42,2.5,0,1,0,5200.0,3430.0,145000
1250,661.0,552.0,0.0,5,4,100,7,2.0,0,0,0,6250.0,2760.0,139000
1868,585.0,477.0,74.0,6,3,26,7,3.5,0,0,1,11208.0,2862.0,178000
2790,1620.0,1150.0,468.0,10,5,5,4,3.5,1,0,1,27900.0,11500.0,460000
2134,844.0,441.0,0.0,6,0,94,16,2.0,0,1,0,12804.0,2646.0,214500
1928,686.0,0.0,0.0,5,0,94,15,2.0,0,1,0,9640.0,0.0,160000
2060,992.0,390.0,298.0,7,3,11,11,3.5,0,0,1,14420.0,2730.0,214000
1378,901.0,162.0,0.0,6,0,75,12,1.0,0,1,0,8268.0,972.0,128900
1622,1249.0,1356.0,149.0,4,3,49,35,2.0,0,0,0,6488.0,5424.0,168000
1880,955.0,880.0,0.0,8,4,3,3,3.5,0,0,1,15040.0,7040.0,310013
1088,1074.0,461.0,0.0,8,0,24,24,1.5,1,0,1,8704.0,3688.0,170000
1040,1040.0,286.0,0.0,5,0,51,51,1.0,0,0,1,5200.0,1430.0,133700
1502,602.0,180.0,0.0,6,3,87,14,1.5,0,0,0,9012.0,1080.0,165000
987,483.0,264.0,604.0,6,0,39,39,1.5,0,1,0,5922.0,1584.0,89500
1095,588.0,264.0,105.0,6,0,52,52,2.0,0,0,1,6570.0,1584.0,140000
1709,970.0,380.0,50.0,7,0,6,6,2.0,0,1,0,11963.0,2660.0,134000
1731,836.0,462.0,0.0,6,0,18,17,3.5,0,0,1,10386.0,2772.0,248500
960,648.0,364.0,0.0,4,0,45,9,1.5,0,1,1,3840.0,1456.0,145000
1552,713.0,434.0,0.0,6,3,35,35,3.5,0,0,1,9312.0,2604.0,179900
1274,624.0,576.0,0.0,5,0,19,19,1.5,0,0,0,6370.0,2880.0,136000
1196,572.0,576.0,0.0,6,4,70,60,2.0,0,1,0,7176.0,3456.0,128000
704,560.0,220.0,0.0,4,0,64,9,1.5,0,1,0,2816.0,880.0,88750
972,972.0,305.0,0.0,5,0,55,55,1.0,0,0,1,4860.0,1525.0,122500
1458,912.0,330.0,0.0,6,4,62,60,1.5,0,0,1,8748.0,1980.0,97500
1008,1008.0,430.0,332.0,6,0,47,47,1.0,0,0,1,6048.0,2580.0,135000
1828,1822.0,774.0,452.0,9,4,3,3,2.0,1,0,1,16452.0,6966.0,314813
1526,1013.0,0.0,0.0,3,0,95,28,1.0,0,1,0,4578.0,0.0,85000
1176,698.0,624.0,0.0,6,0,73,10,1.0,0,1,0,7056.0,3744.0,134900
1057,1057.0,288.0,164.0,5,0,55,11,1.5,0,1,1,5285.0,1440.0,137000
2113,2109.0,839.0,660.0,8,3,15,15,3.5,1,0,1,16904.0,6712.0,350000
1387,943.0,300.0,0.0,5,3,43,35,2.0,0,0,1,6935.0,1500.0,145000
2758,1704.0,814.0,365.0,9,5,5,4,2.5,1,0,1,24822.0,7326.0,418000
840,798.0,250.0,0.0,3,0,90,60,1.0,0,1,0,2520.0,750.0,64000
1520,793.0,281.0,0.0,5,0,78,10,1.0,0,1,0,7600.0,1405.0,159434
1542,1542.0,852.0,164.0,8,4,3,3,3.0,0,0,1,12336.0,6816.0,260261
1385,910.0,720.0,0.0,5,0,58,58,2.0,0,0,0,6925.0,3600.0,166000
936,896.0,288.0,0.0,5,1,48,48,2.0,0,0,1,4680.0,1440.0,130000
1288,824.0,240.0,0.0,5,0,69,60,1.0,0,1,0,6440.0,1200.0,112000
1128,1120.0,525.0,148.0,5,0,47,47,3.0,0,0,1,5640.0,2625.0,155000
1968,774.0,680.0,84.0,8,4,1,0,2.5,0,0,1,15744.0,5440.0,269500
1246,1246.0,441.0,0.0,6,4,46,46,2.0,0,0,1,7476.0,2646.0,172000
1740,800.0,240.0,0.0,7,4,70,26,1.5,0,0,1,12180.0,1680.0,219500
925,925.0,484.0,0.0,5,0,47,47,2.0,0,1,0,4625.0,2420.0,133500
1430,384.0,400.0,0.0,7,3,10,10,2.5,0,0,1,10010.0,2800.0,170000
1566,930.0,288.0,0.0,8,0,110,7,2.0,0,1,0,12528.0,2304.0,150000
950,984.0,400.0,0.0,5,0,57,57,1.0,0,0,0,4750.0,2000.0,130000
1144,1144.0,796.0,128.0,5,3,51,51,2.0,0,0,1,5720.0,3980.0,143000
1114,1114.0,451.0,0.0,5,0,49,49,2.0,0,0,1,5570.0,2255.0,140000
2223,2223.0,516.0,1115.0,7,4,37,37,3.0,0,0,1,15561.0,3612.0,244000
1111,530.0,288.0,0.0,5,0,90,14,1.0,0,1,0,5555.0,1440.0,101000
960,960.0,624.0,0.0,5,0,52,52,1.0,0,1,0,4800.0,3120.0,125000
1633,932.0,460.0,0.0,6,3,12,12,2.5,0,0,1,9798.0,2760.0,183000
2229,755.0,0.0,0.0,6,0,98,60,1.0,0,1,0,13374.0,0.0,104000
984,936.0,280.0,0.0,6,0,56,56,2.0,0,0,0,5904.0,1680.0,112500
1686,1686.0,612.0,157.0,6,3,30,30,3.0,0,0,1,10116.0,3672.0,207500
1614,1614.0,576.0,140.0,7,4,5,5,2.0,0,0,1,11298.0,4032.0,225000
864,864.0,297.0,0.0,5,0,38,38,1.0,0,0,0,4320.0,1485.0,119900
1740,1721.0,874.0,206.0,7,0,4,4,2.0,1,0,1,12180.0,6118.0,293000
1721,1461.0,440.0,0.0,5,3,42,17,2.5,0,1,1,8605.0,2200.0,180000
1034,1012.0,888.0,335.0,6,0,34,34,2.0,0,0,1,6204.0,5328.0,169900
1902,0.0,539.0,0.0,6,0,32,32,2.0,0,1,1,11412.0,3234.0,112000
1097,1040.0,480.0,0.0,6,0,26,25,2.0,0,0,1,6582.0,2880.0,152000
2206,1090.0,670.0,525.0,9,4,5,4,2.5,1,0,1,19854.0,6030.0,300000
1117,1029.0,672.0,0.0,6,3,34,34,2.0,0,1,0,6702.0,4032.0,107000
2290,777.0,560.0,0.0,4,0,125,60,2.0,0,1,0,9160.0,2240.0,122500
948,483.0,264.0,504.0,6,0,38,38,1.5,0,1,0,5688.0,1584.0,89000
919,600.0,231.0,0.0,6,0,70,60,1.0,0,1,0,5514.0,1386.0,95000
1152,912.0,412.0,41.0,6,0,42,42,2.5,0,0,1,6912.0,2472.0,143450
2334,1590.0,751.0,162.0,9,4,1,0,2.5,1,0,1,21006.0,6759.0,376162
1264,1268.0,461.0,324.0,5,4,50,50,2.0,0,0,1,6320.0,2305.0,167500
1224,1086.0,528.0,275.0,5,3,31,31,3.0,0,0,0,6120.0,2640.0,153337
1369,672.0,300.0,0.0,6,0,85,60,3.0,0,1,0,8214.0,1800.0,103600
894,894.0,308.0,0.0,5,0,34,34,2.0,0,0,1,4470.0,1540.0,128200
1573,756.0,440.0,216.0,6,0,10,10,2.5,0,0,0,9438.0,2640.0,177500
2250,1671.0,756.0,232.0,8,5,8,8,3.5,1,0,1,18000.0,6048.0,320000
1514,794.0,394.0,0.0,6,3,10,10,3.5,0,0,1,9084.0,2364.0,190000
1218,672.0,0.0,236.0,6,0,39,39,1.5,0,1,0,7308.0,0.0,91500
1387,811.0,256.0,0.0,5,0,56,56,2.0,0,1,1,6935.0,1280.0,93000
1317,649.0,250.0,0.0,4,0,90,60,1.0,0,1,0,5268.0,1000.0,40000
1355,684.0,0.0,0.0,6,0,96,4,1.5,0,1,0,8130.0,0.0,127000
952,756.0,330.0,0.0,4,0,114,60,1.0,0,1,0,3808.0,1320.0,50138
1113,1143.0,504.0,174.0,6,2,34,34,2.5,0,1,1,6678.0,3024.0,148000
778,740.0,924.0,0.0,5,4,70,55,1.0,0,1,0,3890.0,4620.0,120500
1489,778.0,240.0,0.0,6,4,70,60,2.0,0,1,0,8934.0,1440.0,139500
1698,1698.0,768.0,340.0,9,4,3,2,3.0,0,1,1,15282.0,6912.0,320000
2267,1005.0,498.0,0.0,7,4,73,30,2.5,0,1,1,15869.0,3486.0,219000
902,864.0,484.0,0.0,5,0,27,27,2.0,0,0,1,4510.0,2420.0,131000
1495,738.0,440.0,0.0,6,4,4,4,2.5,0,0,1,8970.0,2640.0,171925
1384,1348.0,404.0,0.0,5,0,14,13,3.0,0,0,1,6920.0,2020.0,177900
1436,585.0,228.0,0.0,6,4,89,60,1.0,0,0,0,8616.0,1368.0,141500
1636,952.0,440.0,0.0,6,3,12,11,3.5,0,0,1,9816.0,2640.0,191000
1158,1158.0,576.0,0.0,6,0,6,6,2.5,0,0,0,6948.0,3456.0,158000
1646,1638.0,870.0,274.0,8,4,4,3,2.0,0,0,1,13168.0,6960.0,248900
1768,731.0,240.0,252.0,5,3,73,60,2.5,0,1,0,8840.0,1200.0,175000
1565,1187.0,299.0,0.0,6,3,45,10,3.0,0,0,1,9390.0,1794.0,185900
1768,880.0,320.0,0.0,7,3,96,40,1.5,0,1,0,12376.0,2240.0,163000
1396,660.0,0.0,0.0,5,0,59,59,2.0,0,1,0,6980.0,0.0,115000
1096,1008.0,484.0,39.0,6,2,32,32,2.0,0,1,1,6576.0,2904.0,157500
2312,1177.0,658.0,210.0,7,3,11,11,3.5,0,0,1,16184.0,4606.0,245000
1337,1337.0,462.0,0.0,8,3,17,17,3.0,1,0,1,10696.0,3696.0,180000
1102,551.0,480.0,0.0,7,0,6,6,2.5,0,0,0,7714.0,3360.0,148800
2031,1128.0,577.0,0.0,8,4,8,8,3.5,0,0,1,16248.0,4616.0,237000
438,290.0,246.0,0.0,2,0,90,60,1.0,0,1,0,876.0,492.0,60000
1033,456.0,504.0,222.0,5,0,34,34,1.5,0,1,1,5165.0,2520.0,165000
2327,1129.0,596.0,0.0,7,4,7,7,2.5,0,0,1,16289.0,4172.0,240000
1187,1168.0,420.0,52.0,7,0,18,17,2.0,0,0,1,8309.0,2940.0,160000
1340,780.0,440.0,0.0,6,0,65,60,2.0,0,1,1,8040.0,2640.0,128000
1152,0.0,0.0,0.0,4,0,55,55,2.0,0,1,0,4608.0,0.0,82000
1567,1562.0,542.0,210.0,6,4,44,2,3.0,0,0,1,9402.0,3252.0,256000
1482,650.0,324.0,0.0,7,0,90,22,1.5,0,1,0,10374.0,2268.0,143000
1689,1689.0,433.0,0.0,7,0,4,3,2.0,0,0,1,11823.0,3031.0,231713
1424,1100.0,828.0,0.0,5,0,41,20,2.5,0,0,0,7120.0,4140.0,155000
816,816.0,264.0,0.0,5,0,27,27,1.5,0,0,1,4080.0,1320.0,128500
1424,1228.0,312.0,174.0,7,4,89,60,2.0,0,1,1,9968.0,2184.0,168000
1479,725.0,484.0,138.0,7,0,38,6,2.5,0,0,1,10353.0,3388.0,184000
1025,1025.0,0.0,0.0,5,0,48,48,2.0,0,0,0,5125.0,0.0,124000
1442,1442.0,615.0,571.0,6,3,40,40,2.0,0,0,1,8652.0,3690.0,185000
1936,1406.0,504.0,40.0,8,3,10,10,2.5,0,0,1,15488.0,4032.0,230500
1939,1054.0,555.0,227.0,7,3,12,12,3.0,0,0,1,13573.0,3885.0,227000
1476,738.0,540.0,0.0,6,0,5,5,3.5,0,0,1,8856.0,3240.0,173500
898,833.0,326.0,0.0,5,0,42,42,2.0,0,0,1,4490.0,1630.0,140000
1460,1460.0,480.0,0.0,8,4,4,3,2.0,0,0,1,11680.0,3840.0,247000
1034,456.0,504.0,23.0,6,2,32,32,1.5,0,1,0,6204.0,3024.0,149900
1174,864.0,528.0,180.0,5,0,32,32,2.0,0,0,1,5870.0,2640.0,158000
1080,530.0,496.0,0.0,7,0,7,7,2.5,0,0,1,7560.0,3472.0,147110
1376,780.0,198.0,0.0,6,4,73,60,2.0,0,1,0,8256.0,1188.0,119500
1567,840.0,440.0,0.0,5,3,70,60,2.5,0,0,0,7835.0,2200.0,205000
1534,736.0,0.0,0.0,5,0,115,11,1.5,0,1,0,7670.0,0.0,148000
1616,1595.0,608.0,0.0,8,3,15,14,3.0,1,0,1,12928.0,4864.0,236500
1551,1058.0,240.0,0.0,5,0,72,60,3.0,0,1,0,7755.0,1200.0,137000
960,960.0,330.0,0.0,5,0,55,55,2.0,0,0,1,4800.0,1650.0,122000
1302,1302.0,436.0,0.0,7,0,3,3,2.0,0,0,1,9114.0,3052.0,176485
816,816.0,210.0,0.0,5,0,85,60,1.0,0,1,0,4080.0,1050.0,109000
1502,1502.0,286.0,239.0,7,3,12,12,2.5,1,0,1,10514.0,2002.0,330000
1133,192.0,308.0,0.0,6,0,2,2,2.0,0,1,0,6798.0,1848.0,143000
3078,1408.0,806.0,422.0,9,3,12,12,3.5,1,0,1,27702.0,7254.0,410000
1721,928.0,471.0,105.0,6,0,16,16,3.0,0,0,1,10326.0,2826.0,201000
1760,1077.0,648.0,0.0,4,3,100,60,1.5,0,1,0,7040.0,2592.0,80000
2320,1028.0,180.0,0.0,6,3,65,8,3.5,0,0,0,13920.0,1080.0,259500
2486,1122.0,452.0,94.0,7,4,7,6,4.5,0,0,1,17402.0,3164.0,279900
1246,1246.0,305.0,0.0,5,0,51,16,2.5,0,0,1,6230.0,1525.0,154000
2144,1444.0,389.0,472.0,6,3,52,4,2.5,0,0,1,12864.0,2334.0,277000
1150,799.0,215.0,0.0,5,3,68,60,1.0,0,1,1,5750.0,1075.0,128000
1600,1566.0,890.0,640.0,8,4,3,3,2.0,1,0,1,12800.0,7120.0,256300
1755,930.0,231.0,0.0,4,3,80,7,2.0,0,0,0,7020.0,924.0,188000
1800,1800.0,765.0,630.0,8,4,8,8,3.0,0,0,1,14400.0,6120.0,312500
1200,600.0,480.0,0.0,7,0,6,5,2.5,0,0,0,8400.0,3360.0,151000
1365,765.0,440.0,376.0,5,0,39,39,2.5,0,1,0,6825.0,2200.0,122500
1696,835.0,542.0,0.0,6,0,7,7,3.5,0,0,1,10176.0,3252.0,188000
1809,945.0,638.0,0.0,7,0,5,4,2.5,0,0,1,12663.0,4466.0,209700
2234,2220.0,724.0,945.0,8,4,4,4,2.5,1,0,1,17872.0,5792.0,441929
1680,886.0,474.0,120.0,6,0,17,16,3.0,0,0,1,10080.0,2844.0,163000
2087,832.0,444.0,157.0,6,0,44,3,2.5,0,0,1,12522.0,2664.0,187500
1513,1462.0,521.0,260.0,8,3,11,10,3.0,0,0,1,12104.0,4168.0,220000
1107,949.0,308.0,0.0,5,0,43,17,2.0,0,0,1,5535.0,1540.0,127000
827,0.0,392.0,0.0,5,1,55,3,1.0,0,0,0,4135.0,1960.0,107500
1484,742.0,0.0,0.0,6,4,96,9,2.0,0,1,0,8904.0,0.0,128000
764,680.0,504.0,0.0,5,0,85,6,1.0,0,1,0,3820.0,2520.0,73000
1792,1792.0,874.0,562.0,9,4,7,6,3.0,1,0,1,16128.0,7866.0,374000
2649,1479.0,746.0,1110.0,8,3,9,8,3.5,1,0,1,21192.0,5968.0,421250
1593,808.0,389.0,0.0,6,3,18,17,2.5,0,0,1,9558.0,2334.0,178000
1181,1138.0,588.0,0.0,4,0,38,38,3.0,0,1,0,4724.0,2352.0,137500
1987,1986.0,691.0,554.0,8,3,16,16,3.0,1,0,1,15896.0,5528.0,301500
1242,583.0,180.0,0.0,6,4,75,60,1.5,0,1,0,7452.0,1080.0,105000
976,976.0,504.0,203.0,6,2,42,6,2.0,0,0,1,5856.0,3024.0,157500
1214,969.0,216.0,0.0,5,0,109,60,1.0,0,1,0,6070.0,1080.0,117000
864,864.0,336.0,0.0,5,0,48,48,1.5,0,0,1,4320.0,1680.0,105000
1639,1064.0,240.0,0.0,6,0,74,60,1.0,0,1,0,9834.0,1440.0,115000
1736,1736.0,834.0,302.0,9,4,2,2,2.0,1,0,1,15624.0,7506.0,360000
1535,0.0,400.0,0.0,5,0,31,31,2.0,0,0,1,7675.0,2000.0,118858
1632,800.0,484.0,252.0,6,0,44,10,2.0,0,0,1,9792.0,2904.0,173000
725,630.0,320.0,0.0,3,0,120,12,1.5,0,1,0,2175.0,960.0,78500
1720,840.0,440.0,0.0,7,4,6,6,2.5,0,0,1,12040.0,3080.0,183500
936,936.0,576.0,0.0,4,0,57,57,1.0,0,1,0,3744.0,2304.0,93000
1589,1406.0,630.0,72.0,8,3,7,7,3.0,0,0,1,12712.0,5040.0,226500
1571,799.0,380.0,0.0,6,3,17,16,2.5,0,0,1,9426.0,2280.0,178000
1479,1453.0,558.0,167.0,7,0,7,7,3.0,0,0,1,10353.0,3906.0,226000
1632,784.0,898.0,178.0,5,3,41,41,1.5,0,0,1,8160.0,4490.0,173000
864,864.0,360.0,0.0,5,1,45,45,1.0,0,1,0,4320.0,1800.0,62383
2713,1452.0,858.0,268.0,9,4,2,2,3.5,1,0,1,24417.0,7722.0,446261
1479,624.0,312.0,0.0,7,4,84,13,2.0,0,1,0,10353.0,2184.0,160000
1576,1393.0,668.0,24.0,7,3,6,6,3.0,0,0,1,11032.0,4676.0,219990
1479,1468.0,577.0,125.0,7,0,11,10,2.0,0,0,1,10353.0,4039.0,191000
1060,756.0,308.0,0.0,5,4,85,16,2.0,0,1,0,5300.0,1540.0,136500
943,0.0,308.0,0.0,4,0,52,16,1.0,0,1,0,3772.0,1232.0,80000
2183,1204.0,786.0,178.0,7,0,22,22,2.5,0,0,1,15281.0,5502.0,229000
1949,1050.0,574.0,246.0,7,3,17,16,3.5,0,0,1,13643.0,4018.0,236000
1824,1824.0,932.0,242.0,10,4,4,3,2.0,0,0,1,18240.0,9320.0,392000
1930,720.0,316.0,0.0,6,0,83,60,3.0,0,1,1,11580.0,1896.0,149000
2393,970.0,846.0,0.0,10,3,12,11,3.5,0,0,1,23930.0,8460.0,345000
2014,716.0,624.0,0.0,5,0,110,5,2.0,0,1,0,10070.0,3120.0,169000
1242,484.0,336.0,0.0,4,0,64,60,1.0,0,1,1,4968.0,1344.0,109900
2000,996.0,650.0,94.0,7,3,17,16,2.5,0,0,1,14000.0,4550.0,188000
1412,780.0,280.0,0.0,6,4,71,60,1.0,0,1,0,8472.0,1680.0,132500
990,990.0,440.0,0.0,5,0,16,16,2.0,0,0,1,4950.0,2200.0,143000
1342,1342.0,256.0,0.0,5,0,59,59,2.0,0,1,0,6710.0,1280.0,125000
1868,1868.0,1085.0,568.0,9,4,5,5,3.0,1,0,1,16812.0,9765.0,415000
1363,622.0,528.0,0.0,4,0,100,60,1.0,0,1,0,5452.0,2112.0,125500
1632,1240.0,338.0,183.0,6,4,52,22,3.0,0,0,1,9792.0,2028.0,139000
2296,1722.0,842.0,420.0,10,4,2,2,3.5,1,0,1,22960.0,8420.0,451950
1678,1678.0,0.0,74.0,5,0,51,51,2.0,0,1,0,8390.0,0.0,119900
1296,1267.0,471.0,136.0,8,0,9,8,3.0,0,0,1,10368.0,3768.0,220000
1587,1587.0,525.0,302.0,6,4,39,39,2.0,0,0,1,9522.0,3150.0,167300
1298,720.0,256.0,0.0,5,4,69,60,1.0,0,1,0,6490.0,1280.0,122000
1728,1728.0,504.0,336.0,5,0,47,47,3.0,0,1,0,8640.0,2520.0,125000
928,928.0,288.0,0.0,5,0,53,53,1.0,0,1,1,4640.0,1440.0,112500
1795,879.0,578.0,0.0,7,0,5,4,2.5,0,0,1,12565.0,4046.0,191000
1080,1080.0,288.0,135.0,6,0,52,52,1.0,0,0,1,6480.0,1728.0,136000
1779,866.0,546.0,0.0,7,0,12,12,2.5,0,0,1,12453.0,3822.0,197900
1635,485.0,255.0,0.0,6,0,100,7,1.0,0,1,1,9810.0,1530.0,117000
1220,1199.0,632.0,84.0,7,0,4,4,3.0,0,0,1,8540.0,4424.0,194000
1310,1310.0,545.0,179.0,9,3,9,9,2.5,0,0,1,11790.0,4905.0,285000
1355,644.0,0.0,0.0,5,0,70,11,3.0,0,1,0,6775.0,0.0,127500
2295,1095.0,590.0,0.0,7,3,18,10,3.5,1,0,1,16065.0,4130.0,268000
1798,1075.0,342.0,0.0,4,0,110,60,2.5,0,1,0,7192.0,1368.0,137000
1620,1620.0,578.0,0.0,7,4,43,43,2.0,0,0,1,11340.0,4046.0,215000
1216,1216.0,336.0,0.0,5,0,55,55,2.0,0,0,1,6080.0,1680.0,129500
1344,896.0,240.0,0.0,5,0,74,60,1.0,0,1,0,6720.0,1200.0,115000
1159,747.0,288.0,0.0,5,0,85,60,1.0,0,1,0,5795.0,1440.0,114000
1056,1056.0,384.0,0.0,4,0,44,44,2.0,0,0,0,4224.0,1536.0,107000
1216,832.0,336.0,0.0,5,0,63,60,1.0,0,0,0,6080.0,1680.0,118500
1158,862.0,208.0,0.0,6,4,81,60,1.0,0,1,1,6948.0,1248.0,120000
1538,1538.0,484.0,148.0,8,0,5,5,3.0,0,0,1,12304.0,3872.0,260000
1143,1143.0,308.0,150.0,5,0,51,51,2.0,0,0,1,5715.0,1540.0,136000
872,858.0,480.0,0.0,4,0,39,39,1.0,0,0,0,3488.0,1920.0,123000
1406,319.0,0.0,0.0,6,0,90,60,1.0,0,1,0,8436.0,0.0,89500
1324,1324.0,430.0,0.0,6,0,5,5,2.0,0,0,1,7944.0,2580.0,199500
904,876.0,408.0,41.0,5,0,44,44,1.0,0,1,1,4520.0,2040.0,109900
2080,1276.0,282.0,0.0,7,4,84,6,1.5,0,0,0,14560.0,1974.0,234000
848,848.0,420.0,169.0,6,4,6,6,2.0,0,0,1,5088.0,2520.0,155900
1788,1104.0,304.0,0.0,4,3,53,21,2.0,0,0,1,7152.0,1216.0,161500
1344,819.0,525.0,541.0,6,4,52,52,1.5,0,0,0,8064.0,3150.0,137500
2256,840.0,0.0,0.0,5,0,100,60,2.0,0,1,0,11280.0,0.0,76500
2060,1151.0,521.0,268.0,6,3,22,21,3.0,0,0,1,12360.0,3126.0,211000
1337,1405.0,511.0,0.0,6,0,12,11,3.0,0,0,1,8022.0,3066.0,181000
1165,1127.0,490.0,183.0,6,0,44,44,2.5,0,0,1,6990.0,2940.0,174900
1320,1164.0,564.0,97.0,5,2,44,44,2.0,0,1,1,6600.0,2820.0,164500
1535,1517.0,532.0,168.0,7,0,6,6,2.0,1,0,1,10745.0,3724.0,214000
2044,738.0,489.0,280.0,7,3,30,22,2.5,0,0,1,14308.0,3423.0,185000
1136,704.0,336.0,0.0,4,0,81,60,1.5,0,1,0,4544.0,1344.0,123000
1299,1001.0,486.0,0.0,6,1,31,31,3.0,0,0,1,7794.0,2916.0,183500
1441,776.0,492.0,456.0,8,0,11,10,2.5,0,0,0,11528.0,3936.0,174000
1630,1073.0,649.0,0.0,5,3,57,57,2.0,0,1,0,8150.0,3245.0,130000
1641,728.0,546.0,0.0,7,4,85,20,2.0,0,1,0,11487.0,3822.0,178000
1629,928.0,482.0,0.0,5,3,13,12,2.5,0,0,1,8145.0,2410.0,189900
848,848.0,420.0,170.0,6,0,7,6,2.0,0,0,1,5088.0,2520.0,144000
816,816.0,432.0,0.0,6,0,80,3,1.0,0,1,0,4896.0,2592.0,120500
1097,1097.0,672.0,0.0,5,0,16,15,1.5,0,0,1,5485.0,3360.0,145000
1652,1494.0,499.0,0.0,8,0,10,10,3.0,1,0,1,13216.0,3992.0,251000
1768,1768.0,0.0,0.0,4,0,42,42,2.0,0,1,0,7072.0,0.0,136500
1152,0.0,0.0,58.0,4,0,55,55,2.0,0,1,0,4608.0,0.0,82500
810,0.0,280.0,0.0,2,0,100,60,1.0,0,1,0,1620.0,560.0,57625
1358,1350.0,484.0,176.0,7,4,3,2,3.0,1,0,1,9506.0,3388.0,212500
1216,1216.0,402.0,116.0,6,0,12,12,3.0,0,0,1,7296.0,2412.0,164000
1638,967.0,384.0,327.0,6,0,53,53,2.0,0,1,0,9828.0,2304.0,139000
1252,600.0,462.0,212.0,7,0,11,10,3.5,0,0,0,8764.0,3234.0,160000
883,828.0,698.0,0.0,5,2,18,17,2.0,0,0,0,4415.0,3490.0,149000
874,864.0,288.0,0.0,5,0,42,42,2.0,0,0,1,4370.0,1440.0,130000
1710,576.0,480.0,0.0,7,0,89,60,2.0,0,1,0,11970.0,3360.0,140000
1836,1836.0,517.0,288.0,8,4,2,1,2.0,0,0,1,14688.0,4136.0,264500
1092,1092.0,299.0,0.0,5,3,53,53,2.0,0,0,1,5460.0,1495.0,141000
1241,1241.0,569.0,0.0,7,0,4,3,2.5,0,0,1,8687.0,3983.0,199900
1334,1350.0,630.0,360.0,6,3,33,33,2.5,0,0,1,8004.0,3780.0,167900
1429,1144.0,572.0,85.0,6,4,50,23,1.5,0,0,1,8574.0,3432.0,181900
1566,1566.0,750.0,36.0,8,0,2,2,3.0,0,0,1,12528.0,6000.0,262500
2288,908.0,520.0,283.0,7,3,33,18,2.0,0,0,1,16016.0,3640.0,230000
1709,1698.0,506.0,60.0,9,3,11,10,3.0,0,0,1,15381.0,4554.0,328900
1721,1721.0,554.0,210.0,8,0,5,5,3.0,1,0,1,13768.0,4432.0,232698
1254,1254.0,810.0,140.0,8,0,2,2,3.0,0,0,1,10032.0,6480.0,221800
